id,full_name,gender,age,email,phone,education,college,iit_iim_nit,serial_entrepreneur,linkedin_profile,experience_years,prev_company,created_at,updated_at
511,Karan Chatterjee,Male,50,karan.chatterjee43@gmail.com,+91-9231987320,B.Sc,IIT Delhi,Yes,Yes,https://linkedin.com/in/karan-chatterjee-894,20,Paytm,2020-12-01 03:40:28,2024-08-15 03:05:03
512,Deepak Banerjee,Male,52,deepak.banerjee17@gmail.com,+91-7266297557,CA,IIT Madras,Yes,Yes,https://linkedin.com/in/deepak-banerjee-408,20,None,2020-11-03 02:06:43,2023-02-27 17:03:18
513,Deepak Joshi,Male,43,deepak.joshi30@gmail.com,+91-9575158682,B.E,BHU,No,Yes,https://linkedin.com/in/deepak-joshi-564,13,BYJU'S,2020-10-19 19:39:06,2023-12-14 20:43:50
514,Pankaj Pandya,Male,34,pankaj.pandya25@gmail.com,+91-7463884781,M.Tech,XLRI,No,Yes,https://linkedin.com/in/pankaj-pandya-709,23,Amazon,2022-08-25 06:57:36,2023-05-10 20:32:16
515,Gaurav Shah,Male,47,gaurav.shah57@gmail.com,+91-7798534963,B.Sc,FMS Delhi,No,No,https://linkedin.com/in/gaurav-shah-916,2,Google,2017-06-06 09:37:27,2024-06-09 20:48:22
516,Shiv Modi,Male,48,shiv.modi19@gmail.com,+91-9016589212,M.Sc,IIM Ahmedabad,Yes,No,https://linkedin.com/in/shiv-modi-398,12,Google,2021-10-21 18:42:43,2023-05-29 01:15:32
517,Gaurav Bose,Male,30,gaurav.bose82@gmail.com,+91-7864410427,M.Tech,NIT Trichy,Yes,No,https://linkedin.com/in/gaurav-bose-293,22,BYJU'S,2023-10-16 22:29:38,2024-12-10 10:54:37
518,Pradeep Khanna,Male,37,pradeep.khanna21@gmail.com,+91-7450318292,CA,Pune University,No,Yes,https://linkedin.com/in/pradeep-khanna-607,8,Google,2023-03-01 07:44:14,2024-04-22 19:13:15
519,Ravi Chatterjee,Male,49,ravi.chatterjee27@gmail.com,+91-8719329399,MBA,Jadavpur University,No,Yes,https://linkedin.com/in/ravi-chatterjee-471,1,Amazon,2020-01-05 00:35:07,2023-05-26 09:28:12
520,Amit Gupta,Male,30,amit.gupta37@gmail.com,+91-7747954010,B.Sc,NIT Trichy,Yes,No,https://linkedin.com/in/amit-gupta-836,6,Flipkart,2022-03-21 07:11:12,2023-01-23 05:53:16
521,Rahul Verma,Male,36,rahul.verma44@gmail.com,+91-7902962666,M.Sc,IIT Kharagpur,Yes,No,https://linkedin.com/in/rahul-verma-345,12,None,2020-03-05 21:10:33,2024-09-30 13:56:45
522,Arjun Mishra,Male,52,arjun.mishra25@gmail.com,+91-7823264888,PGDM,IIM Ahmedabad,Yes,No,https://linkedin.com/in/arjun-mishra-811,12,Flipkart,2022-09-21 13:40:15,2023-02-17 19:37:12
523,Mohit Mishra,Male,34,mohit.mishra7@gmail.com,+91-9703506410,M.Sc,NIT Warangal,Yes,No,https://linkedin.com/in/mohit-mishra-971,17,Paytm,2021-06-25 06:46:05,2024-04-26 21:39:04
524,Lakshmi Sen,Female,48,lakshmi.sen48@gmail.com,+91-9141418189,PGDM,Manipal,No,No,https://linkedin.com/in/lakshmi-sen-283,11,None,2020-03-11 16:44:30,2024-05-21 15:17:37
525,Mahesh Tiwari,Male,44,mahesh.tiwari27@gmail.com,+91-7942858177,B.Sc,IIT Delhi,Yes,No,https://linkedin.com/in/mahesh-tiwari-983,8,Zomato,2018-06-14 09:27:56,2024-01-22 18:10:59
526,Nikhil Bhatt,Male,26,nikhil.bhatt97@gmail.com,+91-7360898168,M.Sc,IIM Ahmedabad,Yes,No,https://linkedin.com/in/nikhil-bhatt-631,12,TCS,2022-07-19 01:29:32,2024-09-28 10:27:28
527,Gaurav Dutta,Male,35,gaurav.dutta41@gmail.com,+91-8172609694,B.Com,SRM,No,Yes,https://linkedin.com/in/gaurav-dutta-283,15,TCS,2018-12-23 20:04:22,2023-03-26 09:53:32
528,Mohit Malhotra,Male,31,mohit.malhotra16@gmail.com,+91-7306440248,PhD,IIT Kharagpur,Yes,Yes,https://linkedin.com/in/mohit-malhotra-659,7,Flipkart,2018-03-16 21:21:16,2023-11-06 23:52:49
529,Aditya Dubey,Male,28,aditya.dubey34@gmail.com,+91-7036652731,M.Sc,Amity,No,No,https://linkedin.com/in/aditya-dubey-942,12,None,2020-07-12 12:52:37,2024-11-02 00:30:41
530,Rekha Ghosh,Female,31,rekha.ghosh93@gmail.com,+91-7901406355,CA,NIT Warangal,Yes,No,https://linkedin.com/in/rekha-ghosh-628,19,None,2022-03-13 14:46:52,2024-04-17 10:50:05
531,Dinesh Menon,Male,37,dinesh.menon27@gmail.com,+91-8884119695,CA,BHU,No,Yes,https://linkedin.com/in/dinesh-menon-483,5,Paytm,2017-06-09 09:47:00,2024-05-26 21:53:22
532,Karan Dutta,Male,37,karan.dutta98@gmail.com,+91-9965754837,PGDM,Jadavpur University,No,No,https://linkedin.com/in/karan-dutta-433,19,Google,2022-05-13 01:59:08,2023-06-07 10:36:40
533,Deepak Rao,Male,36,deepak.rao69@gmail.com,+91-8659720707,B.Sc,IIT Madras,Yes,No,https://linkedin.com/in/deepak-rao-211,11,Paytm,2021-01-23 20:57:19,2023-04-06 05:06:43
534,Sneha Dubey,Female,39,sneha.dubey24@gmail.com,+91-7854693080,M.Tech,IIT Bombay,Yes,No,https://linkedin.com/in/sneha-dubey-390,7,TCS,2019-04-07 21:33:04,2024-04-10 01:23:33
535,Sanjay Banerjee,Male,51,sanjay.banerjee51@gmail.com,+91-7674462136,M.Tech,BHU,No,No,https://linkedin.com/in/sanjay-banerjee-649,14,BYJU'S,2016-10-08 12:57:55,2023-07-31 04:55:13
536,Gaurav Shah,Male,29,gaurav.shah74@gmail.com,+91-8332787339,B.E,FMS Delhi,No,No,https://linkedin.com/in/gaurav-shah-614,23,None,2021-02-22 08:12:00,2023-05-27 14:04:52
537,Pradeep Pillai,Male,40,pradeep.pillai73@gmail.com,+91-9108651239,CA,Pune University,No,No,https://linkedin.com/in/pradeep-pillai-689,2,None,2017-01-08 09:41:56,2024-04-12 11:44:53
538,Deepak Yadav,Male,50,deepak.yadav54@gmail.com,+91-8070025912,MBA,IIM Bangalore,Yes,No,https://linkedin.com/in/deepak-yadav-568,13,None,2018-01-21 22:36:06,2024-02-07 22:02:15
539,Ritu Modi,Female,33,ritu.modi90@gmail.com,+91-7933102557,CA,IIT Madras,Yes,No,https://linkedin.com/in/ritu-modi-880,18,Amazon,2020-02-19 02:48:06,2024-05-31 10:26:28
540,Ritu Rao,Female,40,ritu.rao60@gmail.com,+91-7114752423,M.Tech,IIT Delhi,Yes,No,https://linkedin.com/in/ritu-rao-490,11,None,2020-06-23 06:25:02,2023-01-11 08:07:45
541,Shreya Basu,Female,39,shreya.basu9@gmail.com,+91-7354543653,PGDM,VIT,No,No,https://linkedin.com/in/shreya-basu-830,15,Infosys,2021-04-12 08:53:10,2023-06-24 00:38:06
542,Swati Agarwal,Female,41,swati.agarwal22@gmail.com,+91-7333226324,B.Tech,Jadavpur University,No,No,https://linkedin.com/in/swati-agarwal-257,15,Flipkart,2017-12-29 06:45:02,2024-11-22 17:13:28
543,Sidharth Pandya,Male,44,sidharth.pandya50@gmail.com,+91-9965016547,M.Sc,IIT Kharagpur,Yes,No,https://linkedin.com/in/sidharth-pandya-153,20,Google,2016-07-18 12:49:12,2023-09-13 11:58:15
544,Ananya Gupta,Female,37,ananya.gupta2@gmail.com,+91-8447904938,B.Sc,IIT Bombay,Yes,Yes,https://linkedin.com/in/ananya-gupta-325,4,None,2023-06-13 05:46:10,2023-02-15 13:32:06
545,Suresh Bhatt,Male,44,suresh.bhatt80@gmail.com,+91-7889570659,PGDM,NIT Trichy,Yes,No,https://linkedin.com/in/suresh-bhatt-538,4,TCS,2018-05-25 03:22:20,2023-06-27 00:25:41
546,Rahul Sen,Male,30,rahul.sen29@gmail.com,+91-7283537782,M.Sc,VIT,No,No,https://linkedin.com/in/rahul-sen-144,3,TCS,2020-08-10 09:49:38,2024-05-26 03:45:34
547,Ritu Joshi,Female,43,ritu.joshi81@gmail.com,+91-9990651739,B.Com,Pune University,No,No,https://linkedin.com/in/ritu-joshi-440,6,None,2023-09-17 10:54:42,2024-05-08 02:21:01
548,Deepak Trivedi,Male,44,deepak.trivedi65@gmail.com,+91-9523158206,B.Tech,NIT Warangal,Yes,No,https://linkedin.com/in/deepak-trivedi-121,20,None,2017-05-23 09:15:47,2024-03-14 07:39:05
549,Rajesh Das,Male,39,rajesh.das26@gmail.com,+91-7651420194,B.Com,Delhi University,No,No,https://linkedin.com/in/rajesh-das-757,2,TCS,2022-09-15 14:47:56,2023-12-03 04:17:20
550,Alok Dutta,Male,44,alok.dutta97@gmail.com,+91-7101762093,B.Sc,Delhi University,No,No,https://linkedin.com/in/alok-dutta-450,8,TCS,2022-01-18 01:58:58,2024-11-11 07:51:43
551,Asha Sen,Female,40,asha.sen24@gmail.com,+91-8899925557,B.Tech,Pune University,No,Yes,https://linkedin.com/in/asha-sen-990,16,Amazon,2018-02-27 01:40:09,2023-07-29 04:05:11
552,Meera Trivedi,Female,26,meera.trivedi93@gmail.com,+91-9006068638,M.Sc,BHU,No,No,https://linkedin.com/in/meera-trivedi-838,7,TCS,2020-10-02 05:38:15,2023-11-07 09:36:28
553,Ritu Shah,Female,26,ritu.shah51@gmail.com,+91-8622284281,MBA,Anna University,No,No,https://linkedin.com/in/ritu-shah-551,14,Ola,2022-11-01 23:27:48,2023-06-09 15:01:48
554,Gaurav Mehta,Male,48,gaurav.mehta77@gmail.com,+91-9307246477,MBA,Delhi University,No,No,https://linkedin.com/in/gaurav-mehta-363,13,BYJU'S,2019-06-06 14:18:24,2024-07-29 19:30:04
555,Rajesh Shah,Male,30,rajesh.shah25@gmail.com,+91-7017955333,B.Tech,IIM Ahmedabad,Yes,No,https://linkedin.com/in/rajesh-shah-603,13,Zomato,2020-06-04 23:23:24,2024-05-16 09:41:37
556,Gaurav Singh,Male,27,gaurav.singh73@gmail.com,+91-7697341120,B.Sc,Jadavpur University,No,No,https://linkedin.com/in/gaurav-singh-361,25,None,2019-11-28 16:45:31,2024-10-12 22:23:44
557,Mahesh Sen,Male,37,mahesh.sen32@gmail.com,+91-9051815663,B.Tech,NIT Warangal,Yes,No,https://linkedin.com/in/mahesh-sen-746,23,None,2016-04-25 22:42:41,2023-06-01 08:38:29
558,Ritu Pillai,Female,43,ritu.pillai85@gmail.com,+91-7693325479,B.Tech,XLRI,No,Yes,https://linkedin.com/in/ritu-pillai-889,3,None,2023-12-24 12:25:45,2024-08-23 02:33:58
559,Sudha Roy,Female,29,sudha.roy33@gmail.com,+91-9971416447,M.Sc,BHU,No,No,https://linkedin.com/in/sudha-roy-700,10,None,2020-08-12 23:55:05,2023-04-22 20:36:49
560,Sidharth Mishra,Male,32,sidharth.mishra96@gmail.com,+91-8709269083,M.Sc,NIT Trichy,Yes,Yes,https://linkedin.com/in/sidharth-mishra-272,16,Google,2017-01-31 02:49:44,2024-03-03 16:26:41
561,Ravi Roy,Male,29,ravi.roy48@gmail.com,+91-7800582077,MBA,IIM Bangalore,Yes,No,https://linkedin.com/in/ravi-roy-598,6,Ola,2017-03-27 14:36:52,2023-08-06 05:12:03
562,Mala Menon,Female,32,mala.menon57@gmail.com,+91-9692246047,B.E,BHU,No,Yes,https://linkedin.com/in/mala-menon-989,21,Infosys,2016-11-22 09:05:24,2023-05-08 08:04:21
563,Shiv Pillai,Male,39,shiv.pillai87@gmail.com,+91-7432971971,B.Tech,SRM,No,Yes,https://linkedin.com/in/shiv-pillai-372,25,Google,2023-06-18 18:50:02,2023-04-10 06:33:50
564,Deepak Dubey,Male,40,deepak.dubey63@gmail.com,+91-9032515029,PhD,BITS Pilani,Yes,No,https://linkedin.com/in/deepak-dubey-444,12,None,2019-11-06 10:52:15,2024-01-05 21:25:24
565,Manish Chatterjee,Male,49,manish.chatterjee1@gmail.com,+91-8962453267,B.Com,IIT Kharagpur,Yes,No,https://linkedin.com/in/manish-chatterjee-126,20,Amazon,2021-12-13 08:44:48,2023-09-12 11:28:39
566,Alok Dutta,Male,45,alok.dutta1@gmail.com,+91-9740503763,PhD,NIT Trichy,Yes,Yes,https://linkedin.com/in/alok-dutta-748,12,Google,2019-08-26 21:28:14,2024-09-13 15:25:47
567,Manish Roy,Male,39,manish.roy94@gmail.com,+91-8652954868,M.Sc,IIT Kharagpur,Yes,No,https://linkedin.com/in/manish-roy-829,5,Ola,2022-05-31 22:32:02,2023-05-11 15:50:05
568,Sidharth Bhatt,Male,51,sidharth.bhatt22@gmail.com,+91-8916786778,M.Tech,VIT,No,No,https://linkedin.com/in/sidharth-bhatt-778,18,TCS,2018-09-23 06:10:48,2024-11-06 22:05:06
569,Varun Gupta,Male,29,varun.gupta50@gmail.com,+91-8204127801,B.Sc,Pune University,No,No,https://linkedin.com/in/varun-gupta-781,16,None,2017-05-19 21:08:59,2024-07-01 20:46:31
570,Mohit Chatterjee,Male,51,mohit.chatterjee74@gmail.com,+91-9579898495,M.Tech,NIT Warangal,Yes,No,https://linkedin.com/in/mohit-chatterjee-486,23,None,2020-04-12 20:41:50,2024-07-29 13:51:14
571,Ritu Agarwal,Female,33,ritu.agarwal15@gmail.com,+91-7382850920,PhD,IIT Madras,Yes,No,https://linkedin.com/in/ritu-agarwal-862,4,Paytm,2020-02-15 04:54:20,2024-01-25 18:47:00
572,Amit Tiwari,Male,41,amit.tiwari50@gmail.com,+91-8819771189,PhD,NIT Trichy,Yes,No,https://linkedin.com/in/amit-tiwari-916,22,None,2017-06-01 16:42:38,2024-08-27 07:06:25
573,Harsh Basu,Male,34,harsh.basu38@gmail.com,+91-7940186551,CA,IIM Ahmedabad,Yes,No,https://linkedin.com/in/harsh-basu-250,20,Wipro,2017-08-20 23:42:54,2024-12-20 01:38:20
574,Alok Agarwal,Male,32,alok.agarwal62@gmail.com,+91-9710455360,B.Sc,XLRI,No,No,https://linkedin.com/in/alok-agarwal-398,23,Zomato,2016-08-28 10:09:52,2023-08-04 23:59:51
575,Sita Patel,Female,51,sita.patel63@gmail.com,+91-8682801964,M.Sc,IIM Bangalore,Yes,No,https://linkedin.com/in/sita-patel-122,18,Zomato,2019-10-14 13:43:30,2023-12-23 12:25:04
576,Rohit Menon,Male,46,rohit.menon51@gmail.com,+91-7417984375,MBA,Amity,No,No,https://linkedin.com/in/rohit-menon-870,19,None,2016-08-09 22:19:29,2024-11-01 05:36:08
577,Varun Shah,Male,33,varun.shah27@gmail.com,+91-7936889011,B.Sc,IIM Ahmedabad,Yes,Yes,https://linkedin.com/in/varun-shah-470,24,Paytm,2017-02-21 21:50:54,2023-06-01 12:27:43
578,Vandana Patel,Female,27,vandana.patel61@gmail.com,+91-7771517340,B.Tech,Anna University,No,Yes,https://linkedin.com/in/vandana-patel-627,21,Flipkart,2022-08-27 13:09:40,2024-02-18 07:02:07
579,Ankita Desai,Female,33,ankita.desai23@gmail.com,+91-9803741606,B.Com,FMS Delhi,No,Yes,https://linkedin.com/in/ankita-desai-896,15,None,2020-04-14 08:40:41,2024-03-31 11:00:07
580,Vikram Agarwal,Male,39,vikram.agarwal29@gmail.com,+91-7098899199,B.E,Manipal,No,No,https://linkedin.com/in/vikram-agarwal-380,23,None,2017-01-22 18:11:24,2024-05-10 20:44:27
581,Shiv Verma,Male,27,shiv.verma9@gmail.com,+91-9308592457,MBA,Pune University,No,No,https://linkedin.com/in/shiv-verma-932,23,Google,2020-05-31 17:52:34,2024-06-26 15:04:33
582,Ankit Rao,Male,45,ankit.rao24@gmail.com,+91-9573126110,MBA,IIT Kharagpur,Yes,Yes,https://linkedin.com/in/ankit-rao-668,15,None,2019-07-11 03:02:08,2024-08-11 06:41:10
583,Harsh Chopra,Male,51,harsh.chopra11@gmail.com,+91-7535655939,PGDM,IIT Delhi,Yes,No,https://linkedin.com/in/harsh-chopra-472,18,Infosys,2020-09-28 21:00:15,2023-11-04 01:33:57
584,Kunal Modi,Male,38,kunal.modi74@gmail.com,+91-9106435883,PhD,IIM Ahmedabad,Yes,No,https://linkedin.com/in/kunal-modi-720,18,Ola,2018-05-09 22:06:42,2023-02-15 07:02:12
585,Swati Rao,Female,28,swati.rao71@gmail.com,+91-7927884600,B.E,FMS Delhi,No,No,https://linkedin.com/in/swati-rao-384,5,None,2022-12-23 13:04:35,2023-09-19 08:24:41
586,Ankita Basu,Female,26,ankita.basu87@gmail.com,+91-8826835815,MBA,BITS Pilani,Yes,No,https://linkedin.com/in/ankita-basu-172,21,None,2019-01-08 20:44:41,2023-07-17 22:23:36
587,Shweta Mishra,Female,34,shweta.mishra49@gmail.com,+91-7111281996,B.E,BHU,No,No,https://linkedin.com/in/shweta-mishra-179,9,Amazon,2021-12-16 03:43:35,2024-02-21 02:21:40
588,Manish Chatterjee,Male,48,manish.chatterjee19@gmail.com,+91-7969655322,M.Sc,BITS Pilani,Yes,Yes,https://linkedin.com/in/manish-chatterjee-200,13,TCS,2020-03-30 03:50:59,2023-05-07 05:33:46
589,Shiv Desai,Male,27,shiv.desai45@gmail.com,+91-9457400192,M.Sc,Manipal,No,No,https://linkedin.com/in/shiv-desai-722,4,Google,2017-11-30 10:48:24,2023-07-05 11:51:47
590,Vivek Tiwari,Male,28,vivek.tiwari2@gmail.com,+91-9949175145,PGDM,BITS Pilani,Yes,No,https://linkedin.com/in/vivek-tiwari-773,5,Infosys,2020-03-31 18:47:17,2023-02-24 23:40:23
591,Radha Dubey,Female,37,radha.dubey24@gmail.com,+91-8885318861,PhD,VIT,No,No,https://linkedin.com/in/radha-dubey-614,10,Wipro,2020-10-18 16:45:56,2023-08-23 09:40:54
592,Rohit Dutta,Male,48,rohit.dutta12@gmail.com,+91-9725915610,M.Tech,Pune University,No,Yes,https://linkedin.com/in/rohit-dutta-847,8,Amazon,2017-11-07 18:03:05,2023-10-20 17:59:31
593,Gaurav Trivedi,Male,47,gaurav.trivedi62@gmail.com,+91-9138057075,PGDM,IIM Ahmedabad,Yes,Yes,https://linkedin.com/in/gaurav-trivedi-515,1,Paytm,2018-02-17 23:00:45,2024-03-11 22:34:47
594,Karan Pandya,Male,45,karan.pandya6@gmail.com,+91-9608649529,CA,FMS Delhi,No,No,https://linkedin.com/in/karan-pandya-790,25,Ola,2018-07-10 05:04:23,2023-05-17 16:22:03
595,Vivek Sen,Male,29,vivek.sen15@gmail.com,+91-8451521111,B.Sc,Anna University,No,Yes,https://linkedin.com/in/vivek-sen-397,10,BYJU'S,2019-04-17 08:13:00,2024-10-08 18:25:13
596,Tarun Trivedi,Male,50,tarun.trivedi60@gmail.com,+91-9653210404,CA,IIT Delhi,Yes,Yes,https://linkedin.com/in/tarun-trivedi-464,1,Paytm,2021-02-28 10:19:22,2023-04-20 00:22:56
597,Ankita Bose,Female,24,ankita.bose56@gmail.com,+91-9113322013,B.Sc,IIT Kharagpur,Yes,Yes,https://linkedin.com/in/ankita-bose-641,17,Infosys,2020-08-09 03:58:31,2023-01-08 04:49:42
598,Karan Shah,Male,36,karan.shah39@gmail.com,+91-8565497109,B.Com,Anna University,No,No,https://linkedin.com/in/karan-shah-649,9,Amazon,2020-12-01 21:53:28,2023-06-15 04:22:47
599,Rahul Bose,Male,52,rahul.bose15@gmail.com,+91-7814184372,M.Sc,NIT Trichy,Yes,Yes,https://linkedin.com/in/rahul-bose-236,13,Zomato,2019-09-18 01:10:42,2023-07-23 15:42:17
600,Gaurav Desai,Male,41,gaurav.desai88@gmail.com,+91-7547324831,PhD,SRM,No,No,https://linkedin.com/in/gaurav-desai-613,24,None,2020-05-11 04:07:06,2023-01-22 04:09:22
